filter,cohort,n,n_distinct_dates,atr_mean,atr_median,atr_p95,range_atr_mean,range_exp_freq,gap_atr_mean,gap_freq_1xATR,bullish_freq,idiosyncratic_flag,thin_cohort,feed,panel_window,canonical_status
aegis_block_Fri,blocked,3360,224,0.1509087067510981,0.14089131960196535,0.2657024622473672,0.9215810514207771,0.10357142857142858,0.7023831290736632,0.06220238095238095,0.5110119047619047,0,0,OANDA,2022-01-02_2026-04-19,PROXY
aegis_block_Fri,unblocked,13324,889,0.13672441085987913,0.12919947422299555,0.22898332674849411,0.9272601621944508,0.09081356949864905,0.3538941579816129,0.0586160312218553,0.5123086160312219,0,0,OANDA,2022-01-02_2026-04-19,PROXY
