exit_reason,pnl_price,bars_held,atr_at_entry,mfe_price,mae_price,mfe_R,mae_R,sim_R,sim_pnl_pct,timestamp_utc,block_atr,block_session,block_dow,block_warmup,block_body,block_prev_bullish,strategy,block_atr_cohort_n,block_session_cohort_n,block_dow_cohort_n,block_warmup_cohort_n,block_body_cohort_n,block_prev_bullish_cohort_n,thin_cohort_any,feed,panel_window,canonical_status,simulation_simplifications
stop_or_be,2.7023323440153035,1,54.04664688027444,25.0,25.0,0.37005070905332066,0.37005070905332066,0.040000000000023406,0.040000000000023406,2022-05-16T08:15:00+00:00,1,1,1,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,2.751307722326601,1,55.026154446507796,18.0,21.0,0.26169373718453426,0.3053093600486233,0.04000000000001761,0.04000000000001761,2022-05-16T08:45:00+00:00,1,1,1,1,0,1,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,4.803144000965403,1,96.06288001933753,84.59999999999854,52.0,0.7045385271228054,0.4330496857019682,0.03999999999998773,0.03999999999998773,2022-05-16T17:00:00+00:00,0,1,1,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,4.987403637242096,1,99.74807274485215,35.0,42.0,0.2807071778882569,0.3368486134659082,0.0399999999999959,0.0399999999999959,2022-05-16T17:15:00+00:00,0,1,1,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,4.884003306582599,2,97.68006613168377,34.599999999998545,57.0,0.28337409152327014,0.46683015077534906,0.03999999999998698,0.03999999999998698,2022-05-16T17:30:00+00:00,0,1,1,1,1,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,4.750791364826,1,95.01582729653163,39.0,30.0,0.32836634577341517,0.2525894967487809,0.03999999999999511,0.03999999999999511,2022-05-16T18:15:00+00:00,0,1,1,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-56.74841332647338,2,45.39873066117865,1.0,61.0,0.017621638057913717,1.0749199215327367,-1.0000000000000013,-1.0000000000000013,2022-05-17T01:45:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.4326620693063887,1,28.653241386153603,15.0,11.5,0.4188007855124859,0.3210806022262392,0.03999999999996394,0.03999999999996394,2022-05-17T05:45:00+00:00,1,1,0,1,0,1,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.3402326134200848,1,26.804652268392594,28.5,31.5,0.8505986114539233,0.9401353073964417,0.04000000000001358,0.04000000000001358,2022-05-17T06:45:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,1.820760791448265,1,36.41521582899519,12.5,26.5,0.2746104827981719,0.5821742235321243,0.03999999999996717,0.03999999999996717,2022-05-17T07:30:00+00:00,1,1,0,1,0,0,striker,5236,5717,4618,6176,450,1554,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
