Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
10,Entry long,2022-04-04 10:30,Long,1931.63,134.8,260383.724,-787.23,-0.30,634.91,0.24,-787.23,-0.30,28568.53,14.28
11,Exit long,2022-04-07 15:15,Exit,1929.57,211.4,408695.392,-784.29,-0.19,42.28,0.01,-784.29,-0.19,27784.24,13.89
11,Entry long,2022-04-07 15:00,Long,1933.28,211.4,408695.392,-784.29,-0.19,42.28,0.01,-784.29,-0.19,27784.24,13.89
12,Exit long,2022-04-08 00:30,Exit,1928.6,207,400004.73,-784.53,-0.20,645.84,0.16,-784.53,-0.20,26999.71,13.50
12,Entry long,2022-04-07 16:00,Long,1932.39,207,400004.73,-784.53,-0.20,645.84,0.16,-784.53,-0.20,26999.71,13.50
13,Exit long,2022-04-19 15:15,Exit,1947.85,166.1,324308.589,-770.7,-0.24,7612.36,2.35,-770.7,-0.24,26229,13.11
13,Entry long,2022-04-11 15:15,Long,1952.49,166.1,324308.589,-770.7,-0.24,7612.36,2.35,-770.7,-0.24,26229,13.11
14,Exit long,2022-05-23 21:00,Exit,1851.57,210.9,391278.552,-782.44,-0.20,746.59,0.19,-782.44,-0.20,25446.56,12.72
14,Entry long,2022-05-23 14:30,Long,1855.28,210.9,391278.552,-782.44,-0.20,746.59,0.19,-782.44,-0.20,25446.56,12.72
15,Exit long,2022-05-30 11:45,Exit,1855.49,249,462793.89,-776.88,-0.17,4.98,0.00,-776.88,-0.17,24669.68,12.33
15,Entry long,2022-05-30 11:00,Long,1858.61,249,462793.89,-776.88,-0.17,4.98,0.00,-776.88,-0.17,24669.68,12.33
16,Exit long,2022-06-07 23:15,Exit,1847.46,201,372115.32,-775.86,-0.21,852.24,0.23,-775.86,-0.21,23893.82,11.95
16,Entry long,2022-06-07 13:45,Long,1851.32,201,372115.32,-775.86,-0.21,852.24,0.23,-775.86,-0.21,23893.82,11.95
17,Exit long,2022-06-21 01:30,Exit,1836.01,305.1,560782.953,-616.3,-0.11,1354.64,0.24,-616.3,-0.11,23277.52,11.64
17,Entry long,2022-06-20 18:00,Long,1838.03,305.1,560782.953,-616.3,-0.11,1354.64,0.24,-616.3,-0.11,23277.52,11.64
18,Exit long,2022-06-21 11:45,Exit,1834.5,191.1,351352.638,-779.69,-0.22,968.88,0.28,-779.69,-0.22,22497.83,11.25
18,Entry long,2022-06-21 10:00,Long,1838.58,191.1,351352.638,-779.69,-0.22,968.88,0.28,-779.69,-0.22,22497.83,11.25
19,Exit long,2022-07-25 14:45,Exit,1717.45,219.5,377748.525,-768.25,-0.20,100.97,0.03,-768.25,-0.20,21729.58,10.86
19,Entry long,2022-07-25 13:30,Long,1720.95,219.5,377748.525,-768.25,-0.20,100.97,0.03,-768.25,-0.20,21729.58,10.86
20,Exit long,2022-07-26 10:45,Exit,1717.58,200.9,345827.251,-765.43,-0.22,34.15,0.01,-765.43,-0.22,20964.15,10.48
20,Entry long,2022-07-26 09:45,Long,1721.39,200.9,345827.251,-765.43,-0.22,34.15,0.01,-765.43,-0.22,20964.15,10.48
21,Exit long,2022-07-26 21:30,Exit,1715.94,221.6,381012.392,-760.09,-0.20,157.34,0.04,-760.09,-0.20,20204.07,10.10
21,Entry long,2022-07-26 13:30,Long,1719.37,221.6,381012.392,-760.09,-0.20,157.34,0.04,-760.09,-0.20,20204.07,10.10
22,Exit long,2022-07-28 09:00,Exit,1743.18,157.9,275991.831,-743.71,-0.27,312.64,0.11,-743.71,-0.27,19460.36,9.73
22,Entry long,2022-07-28 08:45,Long,1747.89,157.9,275991.831,-743.71,-0.27,312.64,0.11,-743.71,-0.27,19460.36,9.73
23,Exit long,2022-08-10 21:30,Stale,1788.74,177.3,310886.685,6256.92,2.01,9653.99,3.11,-249.99,-0.08,25717.28,12.86
23,Entry long,2022-07-28 15:00,Long,1753.45,177.3,310886.685,6256.92,2.01,9653.99,3.11,-249.99,-0.08,25717.28,12.86
24,Exit long,2022-08-11 14:15,Exit,1787.67,207.6,371888.412,-768.12,-0.21,22.84,0.01,-768.12,-0.21,24949.15,12.47
24,Entry long,2022-08-11 13:30,Long,1791.37,207.6,371888.412,-768.12,-0.21,22.84,0.01,-768.12,-0.21,24949.15,12.47
25,Exit long,2022-08-25 14:30,Exit,1755.74,260,457295.8,-803.4,-0.18,20.8,0.00,-803.4,-0.18,24145.76,12.07
25,Entry long,2022-08-25 14:00,Long,1758.83,260,457295.8,-803.4,-0.18,20.8,0.00,-803.4,-0.18,24145.76,12.07
26,Exit long,2022-08-25 21:00,Exit,1754.84,309.1,543190.703,-769.66,-0.14,494.56,0.09,-769.66,-0.14,23376.1,11.69
26,Entry long,2022-08-25 16:00,Long,1757.33,309.1,543190.703,-769.66,-0.14,494.56,0.09,-769.66,-0.14,23376.1,11.69
