month,n_bars,atr14_mean,atr14_median,atr14_p95,ret_std,ret_p99_abs,range_exp_freq,n_session_opens,gap_abs_mean,gap_abs_max,session_gap_n,session_gap_mean,session_gap_p95,session_gap_max,instrument,feed,panel_window,canonical_status
2024-11,2004,0.14610406503952827,0.13832703405892033,0.23306627666287494,0.0006923352272327097,0.0024614719457148504,0.10778443113772455,4,0.002967670830272184,0.664999999999992,4,0.3232500000000016,0.642199999999994,0.664999999999992,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2024-12,2016,0.12255308154438335,0.11475598095443759,0.20237676704993485,0.0005915912344901952,0.0017995169523532437,0.12053571428571429,6,0.002303030303030513,0.11299999999999955,6,0.04783333333332488,0.08774999999997846,0.09599999999997522,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-01,2112,0.1326578757170684,0.1243162493308543,0.2125765863125545,0.0006122423751516884,0.0021214323822565397,0.12073863636363637,5,0.002569522471910386,0.25,5,0.08140000000000214,0.20960000000000034,0.25,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-02,1920,0.13281715144661696,0.1317498214182733,0.19052826392256134,0.0006102038440214751,0.002035603837793061,0.10364583333333334,4,0.0025311041990674892,0.32600000000002183,4,0.12925000000000608,0.28850000000002174,0.32600000000002183,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-03,2028,0.14029893081423836,0.13205730589924683,0.22202724197199827,0.0006600305280354381,0.0021999507889207248,0.10897435897435898,5,0.0022436974789914427,0.11299999999999955,5,0.07459999999999808,0.10860000000000126,0.11299999999999955,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-04,2112,0.1886613997678477,0.165345892710904,0.3565620349892036,0.0009615441051172742,0.0028885032059810353,0.11126893939393939,4,0.00432643524699656,1.5200000000000102,4,0.5500000000000043,1.3689500000000092,1.5200000000000102,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-05,2100,0.14274691369780634,0.14171497096324356,0.20587357333215675,0.0007116622483476983,0.0022434526939214675,0.11238095238095239,4,0.003197164078325849,0.8029999999999973,4,0.3467500000000001,0.7291999999999985,0.8029999999999973,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-06,2028,0.12130010200570544,0.11789452111736884,0.17396877219225898,0.0005673181537910566,0.0015968745292887828,0.11193293885601578,5,0.0031508220157257325,0.6119999999999948,5,0.24320000000000164,0.546999999999997,0.6119999999999948,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-07,2208,0.11075687466667443,0.10653026688059486,0.16519774688727434,0.0005840630870012399,0.0018452525695660336,0.11594202898550725,4,0.002952316076294164,0.8689999999999998,4,0.3057500000000104,0.7712000000000016,0.8689999999999998,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-08,2016,0.10176535609221662,0.09634753567563492,0.15440225438621502,0.000559444010803132,0.001546582155420105,0.11011904761904762,5,0.0024711316397232857,0.18000000000000682,5,0.09479999999999791,0.17560000000000286,0.18000000000000682,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-09,2112,0.09001446281531335,0.08364733030876756,0.15004526878197863,0.0004558702490101855,0.0014221431780010974,0.11316287878787878,4,0.0028504335260116378,0.7690000000000055,4,0.21699999999999875,0.6601000000000053,0.7690000000000055,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-10,2196,0.11155908495976632,0.10947549492863454,0.169865201328817,0.000585089875424259,0.0017399612821910838,0.12386156648451731,4,0.004016005567154298,1.9299999999999784,4,0.7107499999999973,1.746699999999981,1.9299999999999784,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-11,1928,0.0933259149164648,0.0904052812384818,0.13932423583840245,0.00041165269463058415,0.0013603827100497757,0.1187759336099585,5,0.0023338595106550857,0.3400000000000034,5,0.10440000000000396,0.2862000000000023,0.3400000000000034,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2025-12,2104,0.09193957941038408,0.08948251024062473,0.13181359021441758,0.0004228444941507982,0.0013360923550101839,0.11787072243346007,5,0.0022218234027282712,0.17600000000001614,5,0.0782000000000039,0.16500000000001477,0.17600000000001614,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2026-01,2016,0.11340625994687809,0.09801743986398415,0.22294560937645305,0.0006154725153856645,0.0018134490899802808,0.11706349206349206,5,0.0029962462462468967,0.8599999999999852,5,0.26159999999999856,0.7245999999999923,0.8599999999999852,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2026-02,1920,0.11888137475964652,0.11219090720727776,0.1821902717637153,0.000540324194127481,0.0016016041935374451,0.11458333333333333,4,0.002601587301586686,0.28999999999999204,4,0.14474999999998772,0.2691499999999905,0.28999999999999204,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2026-03,2124,0.10705346025651621,0.10397485345156199,0.15164221097124994,0.00047990546267905065,0.0014024061989689808,0.10357815442561205,5,0.0026047008547012674,0.27199999999999136,5,0.15339999999999349,0.2509999999999934,0.27199999999999136,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
2026-04,1248,0.08481050033379772,0.07995017918643918,0.14171147320218724,0.00039720749807397915,0.001356247177903143,0.10496794871794872,3,0.002554123711339839,0.32099999999999795,3,0.1746666666666575,0.30829999999999697,0.32099999999999795,USDJPY,OANDA,2022-01-02_2026-04-19,PROXY
