month,n_bars,atr14_mean,atr14_median,atr14_p95,ret_std,ret_p99_abs,range_exp_freq,n_session_opens,gap_abs_mean,gap_abs_max,session_gap_n,session_gap_mean,session_gap_p95,session_gap_max,instrument,feed,panel_window,canonical_status
2022-01,1926,1.795907360579089,1.6163808152706312,3.07000146752982,0.0007446872666554302,0.002579323761069122,0.12980269989615784,5,0.056559480519486165,2.0,5,1.1249999999999545,1.9610000000000127,2.0,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-02,1830,2.370123824412297,2.062517969127448,5.122376563443498,0.00106699709222322,0.004046872220555701,0.13934426229508196,5,0.07535406976744366,34.51099999999997,5,10.632399999999961,29.24579999999996,34.51099999999997,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-03,2120,3.6024538101156445,3.193644444064813,6.631933587489767,0.001309974725403788,0.004679406699660408,0.1240566037735849,4,0.045370748299318114,6.550000000000182,4,4.322500000000048,6.506500000000153,6.550000000000182,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-04,1832,2.61047303561139,2.416910298664548,4.128455108167258,0.0009397805916736433,0.003222050378178316,0.1277292576419214,4,0.03378571428571031,1.634999999999991,4,0.6924999999999955,1.1122500000000286,1.125,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-05,2006,2.487828336337979,2.361050921493481,3.928347507793551,0.0010184673479124073,0.0034256836522430388,0.12412761714855433,7,0.06840785673021361,21.00499999999988,7,3.9935714285714505,15.637999999999908,21.00499999999988,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-06,2015,2.2052534930204524,2.0926403211935702,3.768771765114925,0.0008922712847099429,0.0033619862941765915,0.12754342431761787,5,0.05397891231964836,7.775000000000091,5,3.676200000000108,7.530000000000109,7.775000000000091,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-07,1923,2.2260167726024114,2.0199670704492263,4.010991443647573,0.0009608108753564057,0.0036664592163705963,0.12688507540301613,6,0.0508176702307301,2.0,6,1.2750000000000152,1.9175000000000182,2.0,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-08,2112,1.9215485256632596,1.783002134459409,3.104368679955805,0.0008109318858075247,0.0027722370376311732,0.12073863636363637,4,0.05001325178389409,4.269999999999982,4,1.4112499999999955,3.7817499999999984,4.269999999999982,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-09,2007,2.277484421326424,2.067182998144271,3.8843071482457012,0.0011040136166065653,0.003923227620338377,0.1245640259093174,5,0.053650210084034616,2.3899999999998727,5,0.7840000000000146,1.31200000000008,1.3700000000001182,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-10,1940,2.3721177076551703,2.25180829743641,3.86923220673839,0.0010228410795477562,0.0034072771075294222,0.13350515463917526,5,0.06471514488791492,7.394999999999982,5,1.7829999999999928,2.41299999999992,2.494999999999891,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-11,1999,2.1633467424216786,2.044955014850482,3.547073516051731,0.0009619150739436053,0.0029377597483084246,0.11905952976488245,5,0.0719086711133934,9.105000000000018,5,3.5009999999999764,8.678999999999997,9.105000000000018,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2022-12,1928,2.018146425914666,1.8445168832043606,3.360052167560286,0.0008701654913153348,0.0031880132456192866,0.12344398340248963,4,0.0633818960899853,3.9850000000001273,4,1.2612499999999613,2.161750000000029,2.2000000000000455,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-01,1927,2.289644925811325,2.1603069132190043,3.5511319558522847,0.0008771355917851119,0.0027588012670987285,0.12714063310845874,6,0.06574973319103602,3.4400000000000546,6,1.0825000000000575,2.972500000000082,3.4400000000000546,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-02,1831,2.3041744124466566,2.1391640348813223,3.8757195738731305,0.0009236064752109934,0.002987320968731851,0.1365374112506827,5,0.07376789709172345,4.4249999999999545,5,1.8669999999999618,3.1579999999999013,3.5049999999998818,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-03,2112,2.6805246233193714,2.413776832128895,5.020841249823563,0.0011207778607086156,0.00415628091526127,0.12263257575757576,4,0.07946618004866805,18.49000000000001,4,5.421249999999986,15.949750000000012,18.49000000000001,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-04,1756,2.447076473903715,2.157410742375618,4.013746930685197,0.0009884106852174053,0.0033835740128224418,0.12813211845102507,5,0.0799489136817376,10.449999999999818,5,3.583999999999969,9.223999999999887,10.449999999999818,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-05,2106,2.199596493312236,1.9463351536551192,3.945702842259938,0.0009148581072715402,0.0034449663074503784,0.1362773029439696,5,0.07201547678482405,23.715000000000146,5,1.5610000000001036,3.7900000000001453,3.9550000000001546,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-06,2006,1.9034419655220278,1.6849568338521732,3.2569149395599855,0.000748248427733556,0.002708902546209523,0.12911266201395813,5,0.06352647975078086,2.724999999999909,5,1.0949999999999362,2.369999999999936,2.724999999999909,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-07,1930,1.768704439909113,1.5707979536174732,3.077501793538654,0.0007067306334728116,0.002505721490976831,0.14300518134715026,6,0.0412105546580532,1.759999999999991,6,0.37916666666664395,0.5925000000000296,0.6050000000000182,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-08,2116,1.544316780697697,1.3880940878923282,2.6808308753431995,0.000581772808852781,0.0021265644256210554,0.1280718336483932,4,0.03368618042226717,6.684999999999945,4,0.5049999999999955,1.271999999999957,1.4249999999999545,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-09,1914,1.3529474300190594,1.1680642330033217,2.4614025076609987,0.0005533866573504138,0.0020598603107322903,0.1400208986415883,5,0.02633791644632377,1.8949999999999818,5,0.3900000000000091,0.5979999999999108,0.6199999999998909,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-10,2032,2.1600735056213063,2.023575933186909,3.5852235518536935,0.0008506137136075848,0.0029916838821675215,0.13238188976377951,5,0.05228635682158716,17.88499999999999,5,7.142999999999984,16.003000000000018,17.88499999999999,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
2023-11,1997,1.8601749256889277,1.75574387488832,2.9162442771230728,0.0007004939290107796,0.0021739117230688185,0.11667501251877817,5,0.042533367037410764,3.339999999999918,5,1.5269999999999073,3.203999999999951,3.339999999999918,XAUUSD,OANDA,2022-01-02_2026-04-19,PROXY
