exit_reason,pnl_price,bars_held,atr_at_entry,mfe_price,mae_price,mfe_R,mae_R,sim_R,sim_pnl_pct,timestamp_utc,block_TueH10,block_EOM,block_session,block_hour,block_day,block_vol,strategy,block_TueH10_cohort_n,block_EOM_cohort_n,block_session_cohort_n,block_hour_cohort_n,block_day_cohort_n,block_vol_cohort_n,thin_cohort_any,feed,panel_window,canonical_status,simulation_simplifications
stop_or_be,0.011212076402216553,1,0.07474717601476809,0.07800000000000296,0.056000000000011596,0.7348716084462933,0.5276001291410177,0.10563380281691404,0.15845070422537105,2024-02-14T07:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.012763296650859957,1,0.08508864433904986,0.16200000000000614,0.02400000000000091,1.3407724136216008,0.1986329501661631,0.10563380281692192,0.15845070422538288,2024-02-14T14:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009544182901407794,1,0.0636278860093944,0.030000000000001137,0.016000000000019554,0.3320361855218921,0.17708596561188553,0.1056338028168863,0.15845070422532945,2024-02-14T23:00:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010909308877415924,1,0.07272872584951863,0.03200000000001069,0.10200000000000387,0.30985296393395173,0.9876563225391788,0.10563380281678647,0.1584507042251797,2024-02-15T00:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.011393029462823279,1,0.07595352975217631,0.03499999999999659,0.05299999999999727,0.32451273040717404,0.4914049917594575,0.10563380281687204,0.15845070422530805,2024-02-15T00:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.011488133175305393,1,0.07658755450206145,0.036000000000001364,0.02400000000000091,0.33102131071928814,0.22068087381285875,0.10563380281686624,0.15845070422529936,2024-02-15T01:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.011422590439877922,2,0.07615060293259837,0.060000000000002274,0.08400000000000318,0.5548678473913222,0.7768149863478511,0.10563380281679198,0.15845070422518798,2024-02-15T01:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010259499121588078,1,0.06839666081066499,0.0519999999999925,0.0020000000000095497,0.5354021362420637,0.020592389855565284,0.10563380281678125,0.15845070422517188,2024-02-15T05:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010145841273100586,1,0.06763894182063011,0.02600000000001046,0.01999999999998181,0.2706999645779848,0.20823074198279204,0.1056338028169646,0.1584507042254469,2024-02-15T05:15:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01223764340304001,1,0.08158428935366578,0.07800000000000296,0.006000000000000227,0.6732862160099541,0.05179124738538109,0.10563380281681634,0.1584507042252245,2024-02-15T09:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014625908355725414,1,0.09750605570486737,0.1910000000000025,0.042999999999977945,1.3794737288999834,0.3105621483909324,0.10563380281686753,0.1584507042253013,2024-02-15T13:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.015703492126476704,1,0.10468994750987333,0.21999999999999886,0.0,1.4798897234156747,0.0,0.10563380281687251,0.15845070422530877,2024-02-15T13:45:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.00980042259379843,1,0.06533615062525171,0.027999999999991587,0.02800000000002001,0.30179785111992957,0.3017978511202359,0.10563380281701647,0.1584507042255247,2024-02-15T23:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009726716141472025,1,0.06484477427655487,0.08700000000001751,0.003999999999990678,0.944834897142466,0.04344068492598041,0.10563380281677973,0.1584507042251696,2024-02-15T23:15:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009309618571336387,1,0.062064123808901,0.03499999999999659,0.018000000000000682,0.3971358300301398,0.2042412840155281,0.10563380281691544,0.15845070422537316,2024-02-16T11:30:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.10055242937121989,3,0.07081156997973953,0.007000000000005002,0.12700000000000955,0.06961542395123702,1.263022691685921,-0.9999999999998982,-1.4999999999998472,2024-02-19T00:00:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.10288335414117,3,0.07245306629659555,0.0009999999999763531,0.10800000000000409,0.009719745320552621,1.0497324946445457,-1.0000000000000422,-1.5000000000000633,2024-02-19T00:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.10180317760742241,2,0.07169237859677435,0.0,0.103999999999985,0.0,1.0215791141710424,-1.0000000000000278,-1.5000000000000417,2024-02-19T00:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010882601169015516,3,0.0725506744601017,0.06800000000001205,0.06299999999998818,0.6600534633210815,0.6115201204296024,0.10563380281690395,0.15845070422535593,2024-02-19T00:45:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010704569528542152,1,0.07136379685693757,0.030000000000001137,0.03299999999998704,0.296043112808778,0.3256474240895155,0.10563380281691638,0.15845070422537458,2024-02-19T01:00:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.006990219146842946,3,0.04660146097902397,0.031999999999982265,0.025000000000005684,0.48357306389464033,0.37779145616798304,0.1056338028167405,0.15845070422511073,2024-02-19T09:00:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.00815086604887938,1,0.05433910699255104,0.05500000000000682,0.0010000000000047748,0.7127904102566782,0.012959825641090788,0.10563380281685894,0.1584507042252884,2024-02-20T09:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.07788441670979296,3,0.05484818078153758,0.009999999999990905,0.07800000000000296,0.1283953892503732,1.0014840361538597,-1.0000000000001232,-1.5000000000001847,2024-02-20T10:15:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008299478321589504,1,0.05532985547724576,0.04099999999999682,0.03699999999997772,0.5218383309981988,0.47092727431520065,0.105633802816935,0.1584507042254025,2024-02-20T10:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008478453146778975,1,0.056523020978442015,0.047000000000025466,0.031999999999982265,0.585577185655692,0.3986908498076937,0.10563380281705931,0.15845070422558896,2024-02-20T10:45:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008786892844057093,1,0.05857928562705514,0.027000000000015234,0.033999999999991815,0.32458716939817434,0.40873939850107566,0.10563380281688725,0.15845070422533086,2024-02-20T12:15:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010274209447032945,1,0.0684947296468123,0.03700000000000614,0.06200000000001182,0.3804137655923427,0.6374500936952927,0.10563380281701554,0.15845070422552332,2024-02-20T13:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.010515040528758846,1,0.07010027019171786,0.054000000000002046,0.04599999999999227,0.5424824884423751,0.46211471237674284,0.10563380281691315,0.15845070422536972,2024-02-20T13:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.10177699505791793,1,0.07167394018162715,0.019000000000005457,0.14699999999999136,0.18668265838654954,1.4443342517270152,-1.0000000000000726,-1.5000000000001088,2024-02-20T14:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.011495770446856568,1,0.07663846964575187,0.07899999999997931,0.03900000000001569,0.7259252836603407,0.35836817800977333,0.10563380281684433,0.1584507042252665,2024-02-20T14:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.11761165405710017,1,0.08282510849092395,0.018000000000000682,0.13700000000000045,0.15304605775937744,1.1648505507241103,-0.9999999999998993,-1.499999999999849,2024-02-20T14:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.012993568048699444,1,0.0866237869914017,0.056000000000011596,0.0660000000000025,0.4552631683284929,0.5365601626727758,0.10563380281681352,0.15845070422522028,2024-02-20T15:00:00+00:00,1,0,0,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.013272853940890172,1,0.08848569293922341,0.09399999999999409,0.030000000000001137,0.748111710489232,0.23875905653914067,0.10563380281695442,0.15845070422543162,2024-02-20T15:15:00+00:00,1,0,0,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.00855191901396779,1,0.057012793426408324,0.05200000000002092,0.0,0.6423070351243592,0.0,0.10563380281698222,0.15845070422547333,2024-02-20T23:15:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008108617289906306,1,0.05405744859930103,0.03500000000002501,0.027999999999991587,0.4559572817922445,0.36476582543342534,0.10563380281704667,0.15845070422557,2024-02-21T12:00:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008506910775878396,1,0.05671273850578833,0.03499999999999659,0.02400000000000091,0.43460936596150446,0.29801785094507194,0.10563380281702742,0.15845070422554114,2024-02-22T04:15:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.08070303137935753,7,0.056833120689694074,0.016000000000019554,0.09000000000000341,0.19825773241165373,1.1151997448142315,-0.9999999999999003,-1.4999999999998503,2024-02-22T04:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008739860569306757,1,0.05826573712870028,0.03200000000001069,0.009999999999990905,0.38676608892523334,0.12086440278898512,0.10563380281692214,0.1584507042253832,2024-02-22T05:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009034429047147796,1,0.0602295269809772,0.03299999999998704,0.0030000000000143245,0.3858479019277221,0.035077081993610544,0.10563380281691563,0.15845070422537344,2024-02-22T07:30:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009561925238983804,1,0.06374616825993559,0.117999999999995,0.026999999999986812,1.3035856713841047,0.29827807735046724,0.10563380281682921,0.15845070422524382,2024-02-22T08:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008593297492211605,1,0.05728864994809256,0.018000000000000682,0.0049999999999954525,0.22126645242144866,0.06146290345034418,0.10563380281687339,0.15845070422531007,2024-02-22T23:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008322597624214723,5,0.05548398416135065,0.09000000000000341,0.07800000000000296,1.1423167000017467,0.9900078066681804,0.10563380281705531,0.15845070422558297,2024-02-22T23:15:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008050355643973717,1,0.05366903762654202,0.027999999999991587,0.0030000000000143245,0.36740569108690924,0.03936489547379721,0.10563380281680186,0.1584507042252028,2024-02-22T23:30:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008080790107072744,2,0.05387193404709106,0.1490000000000009,0.019000000000005457,1.947759613996173,0.24837203131501806,0.10563380281702017,0.15845070422553026,2024-02-23T00:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.007892327469846805,1,0.05261551646566527,0.14800000000002456,0.018000000000000682,1.980886231169213,0.24091859568271126,0.10563380281686144,0.15845070422529217,2024-02-23T00:15:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.06883870213741261,1,0.0484779592516969,0.006000000000000227,0.07900000000000773,0.08716027196479634,1.147610247536554,-1.0000000000000437,-1.5000000000000657,2024-02-23T12:15:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.0715682441301908,1,0.05040017192266064,0.0049999999999954525,0.07399999999998386,0.06986338788612403,1.0339781407153505,-1.0000000000001774,-1.500000000000266,2024-02-23T12:30:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.007785813904803263,1,0.051905426031993204,0.04800000000000182,0.07799999999997453,0.6512385984574045,1.0582627224928967,0.10563380281695951,0.15845070422543928,2024-02-23T12:45:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008370771067717442,1,0.055805140451360744,0.11400000000000432,0.018000000000000682,1.4386074381592304,0.2271485428672469,0.10563380281706963,0.15845070422560445,2024-02-23T13:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.08324281540672018,1,0.05862170099064227,0.0030000000000143245,0.1150000000000091,0.036039146265738016,1.3815006068468034,-1.000000000000098,-1.500000000000147,2024-02-26T00:30:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009262031193401299,1,0.06174687462271496,0.01999999999998181,0.04200000000000159,0.22810072782306315,0.47901152842888645,0.1056338028168336,0.1584507042252504,2024-02-26T00:45:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009264029551644626,1,0.06176019701099225,0.019000000000005457,0.0549999999999784,0.21664894766710718,0.6271416906148838,0.10563380281685339,0.15845070422528007,2024-02-26T01:00:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.009360659575236241,1,0.0624043971683076,0.033999999999991815,0.007000000000005002,0.38368549426489995,0.07899407234873133,0.1056338028167897,0.15845070422518456,2024-02-26T01:15:00+00:00,0,0,1,0,1,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008081902679833775,1,0.05387935119895246,0.036000000000001364,0.012000000000000455,0.4705348544833666,0.15684495149445554,0.10563380281678254,0.15845070422517382,2024-02-26T06:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.008204671657267681,1,0.054697811048368294,0.04999999999998295,0.0,0.6437418048500168,0.0,0.10563380281706154,0.15845070422559232,2024-02-26T07:00:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.07333442281984048,14,0.051643959732284576,0.01300000000000523,0.20699999999999363,0.17727009363585616,2.8226853371235645,-0.9999999999999508,-1.4999999999999263,2024-02-26T20:00:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.007646773225104653,1,0.050978488167426825,0.015999999999991132,0.009999999999990905,0.22102667299176817,0.13814167061980603,0.10563380281677195,0.15845070422515795,2024-02-26T20:15:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.00744957463430751,4,0.04966383089545605,0.026999999999986812,0.025000000000005684,0.3828557758071105,0.3544960887105412,0.10563380281674689,0.15845070422512034,2024-02-26T20:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.0073101233377883545,2,0.04873415558516796,0.018000000000000682,0.0020000000000095497,0.2601062065367263,0.028900689615328712,0.1056338028170916,0.1584507042256374,2024-02-26T20:45:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.007067694624765863,1,0.04711796416514946,0.030000000000001137,0.009999999999990905,0.44838016535118835,0.14946005511692118,0.10563380281680343,0.15845070422520513,2024-02-26T23:30:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.007011500170847285,4,0.04674333447224644,0.036000000000001364,0.04800000000000182,0.5423685101265071,0.7231580135020095,0.10563380281705688,0.15845070422558533,2024-02-26T23:45:00+00:00,0,0,1,0,0,1,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
