exit_reason,pnl_price,bars_held,atr_at_entry,mfe_price,mae_price,mfe_R,mae_R,sim_R,sim_pnl_pct,timestamp_utc,block_TueH10,block_EOM,block_session,block_hour,block_day,block_vol,strategy,block_TueH10_cohort_n,block_EOM_cohort_n,block_session_cohort_n,block_hour_cohort_n,block_day_cohort_n,block_vol_cohort_n,thin_cohort_any,feed,panel_window,canonical_status,simulation_simplifications
stop_or_be,0.023786273644617495,1,0.15857515763077662,0.18500000000000227,0.029000000000024784,0.8215769234434065,0.1287877339452911,0.10563380281690586,0.15845070422535878,2023-02-09T14:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.019614702387542593,2,0.1307646825835695,0.04400000000001114,0.12399999999999523,0.23695935997980971,0.6677945599429053,0.10563380281694003,0.15845070422541005,2023-02-10T05:45:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.02547057186893653,1,0.1698038124596099,0.35200000000000387,0.13400000000001455,1.459845455487803,0.5557366222596156,0.10563380281688087,0.15845070422532131,2023-02-10T07:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.26475291823513203,1,0.18644571706699983,0.027999999999991587,0.38400000000001455,0.10575898534619152,1.4504089418911175,-0.9999999999999708,-1.4999999999999563,2023-02-10T07:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.2816101330648735,1,0.19831699511610543,0.056000000000011596,0.6469999999999914,0.19885648073292816,2.297502554181717,-1.0000000000000133,-1.50000000000002,2023-02-10T07:45:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.033731888779669816,1,0.2248792585310474,0.24199999999999022,0.14300000000000068,0.7578401686509108,0.44781464511192204,0.1056338028169412,0.1584507042254118,2023-02-10T08:00:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.034995999896523244,1,0.2333066659767813,0.507000000000005,0.003999999999990678,1.5303559888711589,0.012073814507830983,0.10563380281691967,0.1584507042253795,2023-02-10T08:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.012990697874272428,1,0.0866046524951526,0.05900000000002592,0.06499999999999773,0.4797582413599745,0.5285472150573484,0.10563380281689765,0.15845070422534646,2023-02-13T23:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01459154549189634,1,0.09727696994598878,0.12199999999998568,0.05699999999998795,0.8832048634475289,0.4126448952172493,0.1056338028168871,0.15845070422533064,2023-02-14T00:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01523672730812109,2,0.10157818205409325,0.044999999999987494,0.05699999999998795,0.31197783031976023,0.39517191840505594,0.10563380281695066,0.15845070422542598,2023-02-14T00:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014987425870856441,1,0.09991617247229852,0.0619999999999834,0.01099999999999568,0.4369860328975211,0.07752978003019566,0.10563380281698363,0.15845070422547544,2023-02-14T01:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014865722942261073,1,0.0991048196150251,0.033999999999991815,0.054000000000002046,0.24159936988770994,0.38371664629235214,0.10563380281695334,0.15845070422543,2023-02-14T01:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01481713483210001,1,0.09878089888073197,0.07900000000000773,0.012000000000000455,0.5632040551086612,0.08554998305447506,0.10563380281683166,0.15845070422524749,2023-02-14T05:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014755706683047265,1,0.09837137788700967,0.07500000000001705,0.0020000000000095497,0.5369133028626347,0.014317688076402036,0.10563380281687144,0.15845070422530716,2023-02-14T05:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.016546230221678115,1,0.11030820147780963,0.033999999999991815,0.0020000000000095497,0.2170614845591685,0.012768322621191599,0.105633802816944,0.158450704225416,2023-02-14T23:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.016264345129712865,1,0.10842896753133116,0.04200000000000159,0.18299999999999272,0.27278194620996404,1.1885499084861797,0.10563380281698709,0.15845070422548063,2023-02-15T00:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.017184642754443757,1,0.11456428502968186,0.08899999999999864,0.06299999999998818,0.5470819838991602,0.38726028073754104,0.10563380281684903,0.15845070422527355,2023-02-15T00:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01748018787264982,1,0.11653458581759264,0.06399999999999295,0.060000000000002274,0.38675576198257056,0.3625835268587136,0.10563380281696744,0.15845070422545116,2023-02-15T00:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.017539125353039253,1,0.11692750235350857,0.11299999999999955,0.014000000000010004,0.6805709793419208,0.08431852841410388,0.10563380281697952,0.15845070422546928,2023-02-15T00:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.017765032172803785,3,0.11843354781866319,0.10300000000000864,0.11199999999999477,0.6124549386857205,0.6659704187649684,0.10563380281692701,0.1584507042253905,2023-02-15T01:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.017856346268956713,1,0.11904230845978594,0.12199999999998568,0.007000000000005002,0.7217223361117848,0.041410297973661456,0.10563380281683529,0.15845070422525293,2023-02-15T01:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.015464212724992876,1,0.10309475149989497,0.04099999999999682,0.002999999999985903,0.2800650762191991,0.020492566552529623,0.10563380281696037,0.15845070422544055,2023-02-15T20:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.1298250021267222,3,0.0914260578357269,0.007000000000005002,0.16900000000001114,0.05391873587779158,1.3017523376201237,-0.9999999999999233,-1.499999999999885,2023-02-15T22:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.013963176639805397,1,0.09308784426542648,0.03899999999998727,0.007000000000005002,0.295041623845897,0.052956188895472545,0.10563380281683654,0.1584507042252548,2023-02-15T22:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014241881527141231,1,0.09494587684764011,0.05200000000002092,0.03100000000000591,0.38569045361114146,0.2299308473450549,0.10563380281686592,0.1584507042252989,2023-02-15T23:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014147571973097683,1,0.09431714648723942,0.05500000000000682,0.014999999999986358,0.4106612191818405,0.1119985143222044,0.1056338028169893,0.15845070422548393,2023-02-15T23:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014021087585234682,1,0.09347391723481276,0.14799999999999613,0.019000000000005457,1.1150206944986831,0.14314454861811904,0.10563380281699761,0.1584507042254964,2023-02-16T00:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.017192646924428345,1,0.1146176461628017,0.043000000000006366,0.11299999999999955,0.264197452614214,0.6942863289628289,0.10563380281695112,0.15845070422542668,2023-02-16T02:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.0175193497178725,1,0.11679566478581245,0.049000000000006594,0.018000000000000682,0.2954479716075682,0.10853190793746355,0.10563380281690524,0.15845070422535784,2023-02-16T02:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.016003359235583048,1,0.1066890615705065,0.2560000000000002,0.027000000000015234,1.6897860707276382,0.178219624647156,0.1056338028169481,0.15845070422542215,2023-02-16T08:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.017521448237630466,1,0.11680965491749973,0.10200000000000387,0.03100000000000591,0.6149404855808233,0.18689367699027876,0.1056338028169346,0.15845070422540192,2023-02-17T12:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01860343671779674,1,0.12402291145190543,0.03999999999999204,0.09000000000000341,0.2271275021262909,0.5110368797842756,0.10563380281696345,0.1584507042254452,2023-02-17T13:45:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01865062425895303,1,0.12433749505969964,0.04599999999999227,0.09800000000001319,0.26053577950580203,0.5550544867733984,0.10563380281689055,0.15845070422533583,2023-02-17T14:00:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.018805854561122715,1,0.12537236374076838,0.14000000000001478,0.01999999999998181,0.7863898099555829,0.11234140142211209,0.1056338028169433,0.15845070422541496,2023-02-17T14:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.19751428312835628,1,0.13909456558334332,0.020000000000010232,0.21199999999998909,0.10125849980689222,1.0733400979524532,-1.0000000000000444,-1.5000000000000666,2023-02-17T15:00:00+00:00,0,0,0,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.02314514096218545,1,0.15430093974793158,0.12700000000000955,0.057999999999992724,0.5796245950570467,0.2647104449866296,0.10563380281688185,0.15845070422532279,2023-02-17T15:30:00+00:00,0,0,0,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.12817744975268397,1,0.0902658096849828,0.0,0.19999999999998863,0.0,1.5603368641356032,-1.0000000000000655,-1.5000000000000981,2023-02-20T04:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014406194007875683,2,0.09604129338577258,0.08299999999999841,0.09699999999997999,0.6085997196077931,0.7112550939993361,0.10563380281697324,0.15845070422545987,2023-02-20T04:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014453236428494165,1,0.09635490952336372,0.07999999999998408,0.02400000000000091,0.5846928656535377,0.17540785969610284,0.10563380281682547,0.15845070422523821,2023-02-20T04:45:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.014178017509493657,1,0.0945201167298717,0.07499999999998863,0.027000000000015234,0.5587900569292323,0.20116442049466762,0.10563380281699752,0.15845070422549629,2023-02-20T14:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.13987549094343876,2,0.09850386686158519,0.02600000000001046,0.20599999999998886,0.18587959780975336,1.4727383518766044,-0.9999999999999128,-1.4999999999998692,2023-02-22T00:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.1424536229990565,2,0.10031945281623912,0.02199999999999136,0.18200000000001637,0.15443622658959402,1.27760878360544,-0.9999999999999788,-1.4999999999999682,2023-02-22T01:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01546381697914967,1,0.10309211319433136,0.046999999999997044,0.06800000000001205,0.32105842555484315,0.464510062504991,0.10563380281690118,0.1584507042253518,2023-02-22T01:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.015557826611825476,1,0.10371884407884072,0.11099999999999,0.016000000000019554,0.7536626037316874,0.1086360509884939,0.10563380281689713,0.15845070422534568,2023-02-22T01:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.013116809841051236,1,0.08744539894028351,0.04399999999998272,0.054000000000002046,0.35434586460181705,0.43487901564787185,0.10563380281697154,0.15845070422545732,2023-02-22T07:00:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01320013563886846,1,0.08800090425921517,0.03700000000000614,0.06299999999998818,0.29609170777861415,0.5041561510823269,0.10563380281679086,0.15845070422518628,2023-02-22T07:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.013294865342089679,1,0.08863243561399302,0.07400000000001228,0.020000000000010232,0.5879639400106849,0.1589091729759157,0.10563380281682773,0.1584507042252416,2023-02-22T07:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-0.1422102997594834,1,0.10014809842216232,0.0,0.18599999999997863,0.0,1.3079221428727208,-1.0000000000000908,-1.5000000000001363,2023-02-22T12:15:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.015699992933662088,2,0.10466661955783688,0.038000000000010914,0.117999999999995,0.25567428749814525,0.7939359453887156,0.10563380281681096,0.15845070422521645,2023-02-22T12:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.015710519621364938,1,0.10473679747584518,0.08699999999998909,0.06900000000001683,0.584967338226328,0.4639396130762245,0.10563380281682182,0.15845070422523272,2023-02-22T12:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.011107057795044284,1,0.07404705196697482,0.023000000000024556,0.042999999999977945,0.21874176848840424,0.40895200195593545,0.10563380281688298,0.15845070422532448,2023-02-23T01:30:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.011043528437426176,1,0.07362352291608154,0.03200000000001069,0.008000000000009777,0.3060871087804304,0.07652177719517556,0.10563380281703479,0.15845070422555219,2023-02-23T01:45:00+00:00,0,0,1,0,0,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.016458688597509763,3,0.10972459065012281,0.038000000000010914,0.12399999999999523,0.2438884777034201,0.7958466114530064,0.10563380281684583,0.15845070422526875,2023-02-23T19:00:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.01634244182923794,1,0.10894961219485313,0.043000000000006366,0.057999999999992724,0.277942156294156,0.3748987224431776,0.10563380281696585,0.15845070422544877,2023-02-23T19:15:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop_or_be,0.016279681732953577,1,0.10853121155301872,0.0759999999999934,0.021000000000015007,0.49314041550538723,0.13626248323186094,0.1056338028169064,0.15845070422535962,2023-02-23T19:30:00+00:00,0,0,1,0,1,0,aegis,105,663,7148,320,3235,1118,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
