filter,cohort,n,n_distinct_dates,atr_mean,atr_median,atr_p95,range_atr_mean,range_exp_freq,gap_atr_mean,gap_freq_1xATR,bullish_freq,idiosyncratic_flag,thin_cohort,feed,panel_window,canonical_status
guardian_block_Fri,blocked,6970,219,5.0564863719986155,3.6137346131740493,13.324756234137205,1.0381611676766958,0.15911047345767576,0.4132739991329089,0.030272596843615496,0.5044476327116212,0,0,OANDA,2022-01-02_2026-04-19,PROXY
guardian_block_Fri,unblocked,28223,888,4.773008042461769,3.4323556330787115,12.300892549873057,1.0226170484918373,0.15469652411154022,0.1568342735163076,0.02678666335967119,0.5090529001169259,0,0,OANDA,2022-01-02_2026-04-19,PROXY
