exit_reason,pnl_price,bars_held,atr_at_entry,mfe_price,mae_price,mfe_R,mae_R,sim_R,sim_pnl_pct,timestamp_utc,block_TueH08,block_MonH08,block_MonH09,block_MonH12,block_TueH12,block_ThuH12,block_day,block_session,block_hour,strategy,block_TueH08_cohort_n,block_MonH08_cohort_n,block_MonH09_cohort_n,block_MonH12_cohort_n,block_TueH12_cohort_n,block_ThuH12_cohort_n,block_day_cohort_n,block_session_cohort_n,block_hour_cohort_n,thin_cohort_any,feed,panel_window,canonical_status,simulation_simplifications
stop,-1.492466657703062,13,0.9628817146470843,2.9500000000000455,1.6700000000000728,1.976593570633142,1.1189529704940473,-1.0000000000000546,-0.3400000000000186,2022-01-13T03:45:00+00:00,0,0,0,0,0,0,1,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.8946428825495332,5,1.2223502468061933,1.790000000000191,4.6599999999998545,0.9447690730990993,2.459566413766031,-0.9999999999999648,-0.33999999999998803,2022-01-13T07:15:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-2.2270824268678098,7,1.4368273721727314,2.134999999999991,3.744999999999891,0.9586533368694163,1.681572246639754,-1.0000000000000342,-0.3400000000000116,2022-01-13T11:30:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-3.4960134313164417,91,2.255492536333197,8.009999999999991,4.595000000000027,2.291181128839014,1.3143542181042878,-0.9999999999999962,-0.33999999999999875,2022-01-13T17:15:00+00:00,0,0,0,0,0,1,0,0,1,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.8904842428833035,60,1.219667253473085,7.755000000000109,2.1949999999999363,4.102123585104593,1.1610781778599861,-1.0000000000000115,-0.34000000000000397,2022-01-13T23:30:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-2.0099696448635314,41,1.2967546095893694,7.335000000000036,2.088999999999942,3.6493088434169287,1.039319178445496,-1.0000000000000044,-0.3400000000000015,2022-01-14T01:00:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-3.1504054979359353,5,2.0325196760877704,4.020000000000209,4.4849999999999,1.2760262139695575,1.4236262611077215,-0.9999999999999655,-0.3399999999999883,2022-01-14T13:15:00+00:00,0,0,0,0,0,0,1,0,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-3.928420587575147,5,2.534464895209708,1.2120000000002165,4.313999999999851,0.30852093684509607,1.0981512554038455,-1.0000000000000253,-0.34000000000000863,2022-01-14T14:45:00+00:00,0,0,0,0,0,0,1,0,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.5848957434311615,9,1.0225133828587756,1.0,1.650000000000091,0.6309563289223835,1.04107794272199,-1.0000000000000373,-0.3400000000000127,2022-01-17T10:45:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.616605485426362,2,1.0429712809201814,0.010000000000218279,1.8199999999999363,0.006185801106310973,1.1258158013239836,-1.00000000000005,-0.340000000000017,2022-01-17T11:45:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.70413000906251,5,1.099438715524216,0.4650000000001455,3.3299999999999272,0.27286650521220995,1.954076263131946,-0.9999999999999855,-0.3399999999999951,2022-01-17T13:45:00+00:00,0,1,0,0,0,0,0,0,1,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.6746619460316197,2,1.0804270619558176,0.0,3.244999999999891,0.0,1.9377045066854464,-1.000000000000061,-0.3400000000000208,2022-01-17T14:30:00+00:00,0,0,1,0,0,0,0,0,1,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-1.1428388939064007,14,0.7373154154235088,3.43100000000004,3.5090000000000146,3.002172938192745,3.0704240280146498,-0.9999999999999668,-0.33999999999998876,2022-01-18T00:00:00+00:00,0,0,0,0,0,0,0,1,0,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
stop,-4.691070876494678,3,3.02649733967401,1.8550000000000182,6.144999999999982,0.3954320983071823,1.3099354415620508,-0.9999999999999919,-0.33999999999999725,2022-01-18T13:30:00+00:00,1,0,0,0,0,0,0,0,1,guardian,51,38,40,25,29,29,1427,2266,212,0,OANDA,2022-01-02_2026-04-19,PROXY,"Striker: base-leg only (no pyramid, no trail, no day-soft-stop). Guardian: grace-stop modelled. Aegis: BE modelled. All exits assume entry at signal-bar close."
