filter,cohort,n,n_distinct_dates,atr_mean,atr_median,atr_p95,range_atr_mean,range_exp_freq,gap_atr_mean,gap_freq_1xATR,bullish_freq,idiosyncratic_flag,thin_cohort,feed,panel_window,canonical_status
aegis_block_EOM,blocked,795,53,0.14197596606294027,0.1363205147319652,0.22931180876457014,0.9776485168618576,0.12452830188679245,1.5125938611730676,0.061635220125786164,0.5018867924528302,0,0,OANDA,2022-01-02_2026-04-19,PROXY
aegis_block_EOM,unblocked,9199,614,0.131527113275033,0.12413052098850934,0.22160002622146005,0.9276154086901066,0.08870529405370149,0.4364240418201014,0.05881074029785846,0.5150559843461245,0,0,OANDA,2022-01-02_2026-04-19,PROXY
