filter,cohort,n,n_distinct_dates,atr_mean,atr_median,atr_p95,range_atr_mean,range_exp_freq,gap_atr_mean,gap_freq_1xATR,bullish_freq,idiosyncratic_flag,thin_cohort,feed,panel_window,canonical_status
aegis_block_H11_or_1045,blocked,3330,666,0.13685279030823633,0.1295823602201157,0.22672164613623427,0.9609024755443314,0.08198198198198198,1.2427171814328108,0.17597597597597597,0.5186186186186186,0,0,OANDA,2022-01-02_2026-04-19,PROXY
aegis_block_H11_or_1045,unblocked,6664,667,0.13011239740555808,0.12318812682307675,0.2187508014012103,0.9169507010628519,0.09633853541416566,0.7302813133231352,0.1367046818727491,0.5117046818727491,0,0,OANDA,2022-01-02_2026-04-19,PROXY
