filter,cohort,n,n_distinct_dates,atr_mean,atr_median,atr_p95,range_atr_mean,range_exp_freq,gap_atr_mean,gap_freq_1xATR,bullish_freq,idiosyncratic_flag,thin_cohort,feed,panel_window,canonical_status
guardian_block_MonH12,blocked,876,219,4.866618545669651,3.467569809702871,13.239381596424543,0.7393843418375655,0.0228310502283105,2.519727323491779,0.23401826484018265,0.5182648401826484,0,0,OANDA,2022-01-02_2026-04-19,PROXY
guardian_block_MonH12,unblocked,20261,666,4.801059977561359,3.440155865383854,12.210383191065608,1.0180261715774332,0.15315137456196634,0.21738938365972316,0.032574897586496225,0.5106855535264795,0,0,OANDA,2022-01-02_2026-04-19,PROXY
