filter,cohort,n,n_distinct_dates,atr_mean,atr_median,atr_p95,range_atr_mean,range_exp_freq,gap_atr_mean,gap_freq_1xATR,bullish_freq,idiosyncratic_flag,thin_cohort,feed,panel_window,canonical_status
guardian_block_MonH09,blocked,880,220,4.659970288747621,3.1675322703855184,11.680751044143815,1.403392922191587,0.3431818181818182,2.805590002975952,0.23977272727272728,0.47613636363636364,0,0,OANDA,2022-01-02_2026-04-19,PROXY
guardian_block_MonH09,unblocked,20257,666,4.810024198908002,3.453247919246864,12.286996984577959,0.9892354827591197,0.13926050254233105,0.22218233319291866,0.03465468726859851,0.5125141926247717,0,0,OANDA,2022-01-02_2026-04-19,PROXY
