utc_window,ret_XAUUSD,ret_US30USD,ret_USDJPY,sigma_threshold,feed,panel_window,canonical_status,threshold_sigma,long_only_universe
2025-04-04 14:30:00+00:00,-0.0016976622643544211,-0.0026325691940023896,-0.0007364809622188166,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-04 15:15:00+00:00,-0.00591221068794612,-0.009154219913054778,-0.0007815339028193601,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-06 22:00:00+00:00,-0.0018335464977139288,-0.037352801505189305,-0.011053010492483405,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-07 06:15:00+00:00,-0.002711044071980143,-0.005394982713489811,-0.0010296965364679927,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-07 09:00:00+00:00,-0.001259162303706645,-0.0013659264388334068,-0.0013345060715891615,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-07 12:30:00+00:00,-0.0020571647495845617,-0.0067259601609846245,-0.0018117304252058663,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-07 13:00:00+00:00,-0.001180077460893918,-0.006195517755712286,-0.0021317976123690903,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-07 14:15:00+00:00,-0.00643254203117063,-0.0257784119019834,-0.004622577485152012,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-07 15:00:00+00:00,-0.004894430481970375,-0.017245691326970493,-0.0008541852202993936,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-08 16:15:00+00:00,-0.0015214964313847302,-0.002008136198238231,-0.0007964032944140131,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-08 16:30:00+00:00,-0.003110245574445281,-0.009294926266813499,-0.0016219940448215866,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-08 17:00:00+00:00,-0.0016137968861909596,-0.003953596154260249,-0.001174510528068548,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-08 18:00:00+00:00,-0.0015621991292968577,-0.006273782845462653,-0.000968734512903625,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-09 02:45:00+00:00,-0.0010134065051369727,-0.002837526832601881,-0.001577969138530286,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-09 12:15:00+00:00,-0.002893624605644435,-0.0050832748078829485,-0.0011918126661907098,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-09 14:45:00+00:00,-0.0017635799377476208,-0.006963835023555802,-0.0010220995364949362,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-10 07:30:00+00:00,-0.0016085561943884282,-0.007444387837700159,-0.0025713004001128234,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-10 18:00:00+00:00,-0.0014696567619806135,-0.005027432892511442,-0.001617821272535366,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-11 07:15:00+00:00,-0.0018496261222691677,-0.003184174962881798,-0.001725867117417477,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-14 15:15:00+00:00,-0.001145690653265232,-0.003503391013547998,-0.0016629986713507599,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-04-17 14:15:00+00:00,-0.0027447465042133717,-0.0029397275211758265,-0.0010277854945139333,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-08-01 13:45:00+00:00,-0.0016919997280596256,-0.0011954958822815098,-0.0009041103900345495,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-09-23 17:30:00+00:00,-0.0011295415976781725,-0.0013811203079314748,-0.0009755569577566851,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-14 05:30:00+00:00,-0.014375317587339348,-0.0030035935085011164,-0.0009221325626093507,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-14 12:15:00+00:00,-0.002789442665843222,-0.0008295675809209034,-0.00078951527865515,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-14 19:30:00+00:00,-0.0025044105651670476,-0.0048184756528581035,-0.0007647578859298375,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-15 15:30:00+00:00,-0.001575685936829853,-0.0030755688770140615,-0.001071790190526518,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-16 16:30:00+00:00,-0.004208545586942052,-0.0027991711904737245,-0.0008836534660431352,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-17 07:00:00+00:00,-0.0011152072033412204,-0.0031331503906904495,-0.0008357319324829093,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-17 15:00:00+00:00,-0.001489701610987518,-0.0009485932812922086,-0.0006250872998274556,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-21 15:15:00+00:00,-0.003941480603324643,-0.001302467447440393,-0.0007050676201508154,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-10-29 15:45:00+00:00,-0.00275346200889411,-0.0009584612015244769,-0.0006185797869017498,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-05 00:30:00+00:00,-0.0018194760050978668,-0.0008174801048507183,-0.0007429469265050642,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-06 15:00:00+00:00,-0.0026666899783120003,-0.000786305573341099,-0.0007955605534666206,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-06 15:30:00+00:00,-0.0020890673085809577,-0.004209279371318578,-0.0009525115054153878,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-07 14:30:00+00:00,-0.002484022513468617,-0.0021562947454053395,-0.0011151726575439904,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-13 15:15:00+00:00,-0.0016399918639135368,-0.0010584844737289436,-0.0005826789150930801,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-14 12:00:00+00:00,-0.0017435191530170441,-0.000910866487593396,-0.0013328762980829429,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-17 15:45:00+00:00,-0.0023199528720419384,-0.0009132013436434235,-0.000644130703503604,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-18 14:45:00+00:00,-0.0018367689342988058,-0.0028243589247392347,-0.000528095327037216,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-18 15:00:00+00:00,-0.0015802302252106775,-0.0008592855439673334,-0.0006895196512404431,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-19 13:00:00+00:00,-0.002782939358878354,-0.0011474743835122175,-0.001024518085913228,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-19 15:45:00+00:00,-0.0032837990923043066,-0.003059466654745649,-0.000887739356731236,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-20 15:45:00+00:00,-0.004346426010870435,-0.003098736700044449,-0.0009254857875887416,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-20 16:45:00+00:00,-0.002493726896158243,-0.0054278390550625555,-0.001022199595684956,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-20 18:15:00+00:00,-0.0014925568739564666,-0.002407825943076235,-0.0005328326524115062,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-21 09:30:00+00:00,-0.0017418555407618037,-0.0011325177512973349,-0.0008419441752619531,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-11-21 10:00:00+00:00,-0.0028827262943905783,-0.002246118758645646,-0.0008615491185108595,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-12-02 15:15:00+00:00,-0.0042385513738522375,-0.002383258429157426,-0.0008327942006355537,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-12-03 14:00:00+00:00,-0.0025117715514773992,-0.0035066361834751856,-0.0008621633110961086,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-12-11 03:00:00+00:00,-0.0023688237032659888,-0.0022744877081886774,-0.0007577849923045874,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-12-11 14:45:00+00:00,-0.003193179274899207,-0.002991641777988175,-0.0007352988934159778,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2025-12-12 15:45:00+00:00,-0.006160549919147123,-0.00507900260474018,-0.0010899533040327493,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-01-23 17:45:00+00:00,-0.0034777294744073838,-0.0017327175990321784,-0.0015209517186132748,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-01-29 15:30:00+00:00,-0.013399288590748057,-0.0023365071255855205,-0.0038131102118356347,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-01-30 09:30:00+00:00,-0.010320807406101246,-0.0008524860754786106,-0.0007071333176034622,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-02-05 15:00:00+00:00,-0.0036734233150321114,-0.004479217844944808,-0.0008353819807373698,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-02-06 00:00:00+00:00,-0.00452574305025763,-0.001519566764192957,-0.0006889952425673242,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-02-12 16:15:00+00:00,-0.010935362523219694,-0.004194446404896531,-0.0019660792240326374,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-02-13 10:45:00+00:00,-0.003908434612309583,-0.0009934836405756785,-0.0005407677078462626,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-03-03 01:45:00+00:00,-0.004336427449680939,-0.0013456588104981714,-0.0005847284357324946,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-03-03 14:45:00+00:00,-0.006463424169182771,-0.0009204482395694364,-0.0012102971774417208,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-03-06 14:30:00+00:00,-0.00291442867080305,-0.005552908767766665,-0.0012665604449190685,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-03-09 06:30:00+00:00,-0.0038766082779071033,-0.0011041610838418378,-0.0007568113378383269,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-03-20 00:15:00+00:00,-0.002764224513072381,-0.0011688313018993696,-0.0007029476593474438,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
2026-03-24 01:00:00+00:00,-0.0076449841867955925,-0.0014532994618984725,-0.0007822554589013873,1.0,OANDA,2022-01-02_2026-04-19,PROXY,1.0,all three locked strategies long-only
