utc,XAUUSD__US30USD,XAUUSD__USDJPY,US30USD__USDJPY,feed,panel_window,canonical_status,window_days
2022-06-26 00:00:00+00:00,0.1814309929303007,-0.28437804608809525,0.010965967407968971,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-06-27 00:00:00+00:00,0.18862637719606817,-0.28872411264610603,0.008901430867098045,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-06-28 00:00:00+00:00,0.18900407566243127,-0.28517077167168203,0.00869182448048059,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-06-29 00:00:00+00:00,0.18881223571045405,-0.28709335124683716,0.010102491805316985,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-06-30 00:00:00+00:00,0.18945350840092434,-0.2877143454942356,0.011017015963482972,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-01 00:00:00+00:00,0.1886500623274985,-0.28743969012146225,0.019150776117487257,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-03 00:00:00+00:00,0.1904455029696096,-0.28748371725367383,0.01909267114763078,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-04 00:00:00+00:00,0.19023263621732633,-0.2861808572292565,0.021125747349416343,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-05 00:00:00+00:00,0.18758486713470768,-0.27876848960411504,0.026296680306091787,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-06 00:00:00+00:00,0.19063138690050443,-0.2749842689318705,0.027666256139112028,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-07 00:00:00+00:00,0.1925179063802239,-0.2738526180406735,0.02869187780055403,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-08 00:00:00+00:00,0.1968589177558122,-0.2763813314591527,0.0268849245443502,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-10 00:00:00+00:00,0.1965453075197408,-0.2763406086675352,0.026953310908506615,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-11 00:00:00+00:00,0.20163355660496385,-0.27721167984216005,0.025096916088413693,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-12 00:00:00+00:00,0.20186528928333522,-0.2726411100753458,0.02663724368114091,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-13 00:00:00+00:00,0.2308093110568467,-0.28208164093901095,0.01042270578880058,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-14 00:00:00+00:00,0.23630776039728138,-0.2852556635924336,0.007273367907955757,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-15 00:00:00+00:00,0.24140330781819735,-0.2852724857800374,0.0052304247205793505,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-17 00:00:00+00:00,0.24118801155834033,-0.28545050640248165,0.00545323671708068,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-18 00:00:00+00:00,0.2429307970918413,-0.2845494570302394,0.0052606634303144885,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-19 00:00:00+00:00,0.24317222327287946,-0.2859440348208693,0.0056655171557453395,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-20 00:00:00+00:00,0.2461476803471202,-0.2857691202525353,0.005684646475435418,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-21 00:00:00+00:00,0.25283155490258036,-0.2861066719784939,-0.0033977887445433646,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-22 00:00:00+00:00,0.2533052874639483,-0.28998904600163383,-0.008057885647427994,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-24 00:00:00+00:00,0.25353997965047703,-0.29050982689544885,-0.008450293160302847,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-25 00:00:00+00:00,0.26261101749288807,-0.29001441322516985,-0.01169787593694091,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-26 00:00:00+00:00,0.26907365955187046,-0.29248688110141235,-0.01650206312282407,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-27 00:00:00+00:00,0.27171529344954576,-0.29131811706421046,-0.018736946736573144,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-28 00:00:00+00:00,0.27207561720841766,-0.29877764416260666,-0.020307001643361907,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-29 00:00:00+00:00,0.27019280475734964,-0.3016044982588857,-0.022043347863324646,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-07-31 00:00:00+00:00,0.27012691077793294,-0.30210836359599247,-0.02226203516273457,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-01 00:00:00+00:00,0.2718743445003003,-0.3029376939138207,-0.02106155706137524,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-02 00:00:00+00:00,0.23099828552674137,-0.3093462170529181,-0.006898560696698424,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-03 00:00:00+00:00,0.22623215480182735,-0.3132177095631701,-0.005747928401625868,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-04 00:00:00+00:00,0.21881308903723284,-0.3158335324211043,-0.005453759813195173,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-05 00:00:00+00:00,0.22395501536312035,-0.3293954120164584,-0.020758867050649634,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-07 00:00:00+00:00,0.22401316445171043,-0.32980448867614204,-0.021445219580751282,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-08 00:00:00+00:00,0.21244401328017345,-0.3234725202178065,-0.008058467802626403,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-09 00:00:00+00:00,0.20657064279474957,-0.33428870759815477,-0.018300237172162833,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-10 00:00:00+00:00,0.21494860253433748,-0.3638189475301677,-0.05423380962936942,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-11 00:00:00+00:00,0.21772209615183108,-0.37267723249675366,-0.06273161229866275,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-12 00:00:00+00:00,0.21802956852519476,-0.3772006926334321,-0.06516204075817937,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-14 00:00:00+00:00,0.21874754590730047,-0.37708740737071517,-0.06588156808146645,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-15 00:00:00+00:00,0.21959335598237442,-0.3798612784781263,-0.07134929003307497,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-16 00:00:00+00:00,0.22506569542205135,-0.38163284384176455,-0.0864900278661404,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-17 00:00:00+00:00,0.23099668012241042,-0.3857022045346809,-0.09895450380990793,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-18 00:00:00+00:00,0.23403485955891315,-0.38993289580136814,-0.10409749702002681,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-19 00:00:00+00:00,0.2349843982593826,-0.39088210863079886,-0.10868679561685479,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-21 00:00:00+00:00,0.23510080464775507,-0.3909841333787999,-0.10894545479458939,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-22 00:00:00+00:00,0.23755363374671096,-0.3896020329791336,-0.1117147653829963,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-23 00:00:00+00:00,0.2411604910768004,-0.3977039671164695,-0.1181867802396775,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-24 00:00:00+00:00,0.24558002647928037,-0.400940737435532,-0.12115443884816454,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-25 00:00:00+00:00,0.24673798521208407,-0.4020686862726977,-0.12251861937363043,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-26 00:00:00+00:00,0.2515603513137044,-0.40419549267908805,-0.12760319589540187,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-28 00:00:00+00:00,0.25220443528935527,-0.40456919947174413,-0.13027461701066556,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-29 00:00:00+00:00,0.25315290656930056,-0.40369183651426305,-0.1294089183084252,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-30 00:00:00+00:00,0.2573091984393353,-0.40551161379447903,-0.12841350572662796,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-08-31 00:00:00+00:00,0.25460590145043327,-0.40511606320948035,-0.12944181344329583,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-09-01 00:00:00+00:00,0.2603165956217175,-0.4063203984329934,-0.13206261667315125,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-09-02 00:00:00+00:00,0.2637050934588526,-0.40851131075625996,-0.13072353641194429,OANDA,2022-01-02_2026-04-19,PROXY,60
2022-09-04 00:00:00+00:00,0.26379612886156456,-0.40859459323267966,-0.13068560410143956,OANDA,2022-01-02_2026-04-19,PROXY,60
