exit_date_ny,guardian_R,guardian_pnl_usd,guardian_n_trades,striker_R,striker_pnl_usd,striker_n_trades,aegis_R,aegis_pnl_usd,aegis_n_trades,portfolio_R
2022-08-16,0.0,0.0,0,0.6799999999999999,15055.560000000001,3,0.0,0.0,0,0.6799999999999999
2022-09-02,0.0,0.0,0,0.01,82.56,1,0.0,0.0,0,0.01
2022-09-07,0.0,0.0,0,0.0,0.0,0,0.006666666666666667,175.78,1,0.006666666666666667
2022-09-12,-0.7941176470588235,-766.03,1,0.0,0.0,0,0.0,0.0,0,-0.7941176470588235
2022-09-28,0.0,0.0,0,0.0,0.0,0,0.006666666666666667,139.41,1,0.006666666666666667
2022-09-29,-0.9411764705882353,-763.22,1,0.0,0.0,0,0.0,0.0,0,-0.9411764705882353
2022-10-03,0.0,0.0,0,0.0,0.0,0,-0.08666666666666667,-3175.44,1,-0.08666666666666667
2022-10-04,0.0,0.0,0,0.01,78.78,1,-0.06,-2054.06,1,-0.049999999999999996
2022-10-11,0.0,0.0,0,0.02999999999999997,444.5100000000002,2,0.10666666666666667,5599.32,1,0.13666666666666666
2022-10-12,3.529411764705882,2339.65,1,0.0,0.0,0,0.0,0.0,0,3.529411764705882
2022-10-21,0.0,0.0,0,0.02,83.33,1,0.0,0.0,0,0.02
2022-10-23,0.0,0.0,0,2.47,22272.68,2,0.0,0.0,0,2.47
2022-10-25,-0.9117647058823529,-768.66,1,-0.28,-2522.48,1,0.0,0.0,0,-1.191764705882353
2022-10-26,0.0,0.0,0,0.0,0.0,0,0.0,12.48,1,0.0
2022-10-28,-0.676470588235294,-766.42,1,0.0,0.0,0,0.0,0.0,0,-0.676470588235294
2022-10-30,0.0,0.0,0,1.39,15437.8,2,0.0,0.0,0,1.39
2022-11-02,-0.5882352941176471,-764.0,1,0.0,0.0,0,0.0,0.0,0,-0.5882352941176471
2022-11-04,0.0,0.0,0,0.05,318.62,1,0.0,0.0,0,0.05
2022-11-07,-0.7058823529411764,-760.99,1,0.0,0.0,0,0.0,0.0,0,-0.7058823529411764
2022-11-08,0.0,0.0,0,0.15000000000000002,1928.68,2,0.0,0.0,0,0.15000000000000002
2022-11-14,0.0,0.0,0,0.0,0.0,0,-0.13333333333333333,-3132.03,1,-0.13333333333333333
2022-11-16,-0.8823529411764705,-758.26,1,0.0,0.0,0,0.0,0.0,0,-0.8823529411764705
2022-11-22,0.0,0.0,0,0.01,86.68,1,0.0,0.0,0,0.01
2022-11-23,0.0,0.0,0,0.0,0.0,0,-0.03333333333333333,-768.1,1,-0.03333333333333333
2022-11-24,-0.6176470588235294,-1512.0900000000001,2,0.0,0.0,0,0.0,0.0,0,-0.6176470588235294
2022-11-25,0.0,0.0,0,0.0,78.03,1,0.0,0.0,0,0.0
2022-11-29,-1.2647058823529411,-1499.12,2,-0.21,-2681.65,1,0.0,0.0,0,-1.474705882352941
2022-12-07,0.0,0.0,0,0.0,0.0,0,0.006666666666666667,165.29,1,0.006666666666666667
2022-12-12,-0.7352941176470588,-745.48,1,0.0,0.0,0,0.0,0.0,0,-0.7352941176470588
2022-12-16,0.0,0.0,0,0.01,92.76,1,0.0,0.0,0,0.01
2022-12-19,-0.5882352941176471,-776.01,1,0.0,0.0,0,0.0,0.0,0,-0.5882352941176471
2022-12-20,0.0,0.0,0,0.05,478.04,1,0.0,0.0,0,0.05
2022-12-28,-0.5294117647058822,-740.74,1,0.0,0.0,0,0.0,0.0,0,-0.5294117647058822
2023-01-04,7.764705882352941,13783.74,1,0.0,0.0,0,0.0,0.0,0,7.764705882352941
2023-01-06,0.0,0.0,0,-0.12,-1888.48,2,0.0,0.0,0,-0.12
2023-01-09,-1.2352941176470587,-1567.28,2,0.0,0.0,0,0.0,0.0,0,-1.2352941176470587
2023-01-10,-0.5588235294117647,-779.79,1,0.0,0.0,0,0.0,0.0,0,-0.5588235294117647
2023-01-11,0.0,0.0,0,0.0,0.0,0,0.13999999999999999,4547.41,1,0.13999999999999999
2023-01-13,0.0,0.0,0,0.01,90.34,1,0.0,0.0,0,0.01
2023-01-20,0.0,0.0,0,0.01,89.64,1,0.0,0.0,0,0.01
2023-01-24,0.0,0.0,0,0.01,90.53,1,0.0,0.0,0,0.01
2023-01-25,9.529411764705882,5475.19,1,0.0,0.0,0,0.006666666666666667,152.9,1,9.536078431372548
2023-01-26,-1.5,-1587.91,2,0.0,0.0,0,0.0,0.0,0,-1.5
2023-01-27,0.0,0.0,0,-0.18,-2645.66,1,0.0,0.0,0,-0.18
2023-02-03,0.0,0.0,0,-0.01,-45.07,1,0.0,0.0,0,-0.01
2023-02-07,0.0,0.0,0,0.0,0.0,0,0.27999999999999997,5921.63,1,0.27999999999999997
2023-02-09,-0.5588235294117647,-790.17,1,0.0,0.0,0,0.0,0.0,0,-0.5588235294117647
2023-02-10,0.0,0.0,0,0.01,88.3,1,0.0,0.0,0,0.01
2023-02-17,0.0,0.0,0,-0.22,-2615.59,1,0.0,0.0,0,-0.22
2023-02-20,-0.32352941176470584,-788.93,1,0.0,0.0,0,0.0,0.0,0,-0.32352941176470584
2023-03-02,-0.5294117647058822,-784.92,1,0.0,0.0,0,0.0,0.0,0,-0.5294117647058822
2023-03-05,0.0,0.0,0,0.7999999999999999,17952.370000000003,2,0.0,0.0,0,0.7999999999999999
2023-03-06,0.0,0.0,0,0.0,0.0,0,0.18666666666666668,6348.78,1,0.18666666666666668
2023-03-07,-0.5882352941176471,-782.31,1,0.0,0.0,0,0.0,0.0,0,-0.5882352941176471
2023-03-08,0.0,0.0,0,0.0,0.0,0,0.2866666666666667,7858.41,1,0.2866666666666667
2023-03-15,-1.0294117647058822,-778.9,1,0.0,0.0,0,0.0,0.0,0,-1.0294117647058822
2023-03-16,-0.9411764705882353,-776.35,1,0.0,0.0,0,0.0,0.0,0,-0.9411764705882353
2023-03-22,0.0,0.0,0,0.0,0.0,0,0.0,-17.54,1,0.0
2023-03-24,0.0,0.0,0,0.01,100.23,1,0.0,0.0,0,0.01
2023-03-28,0.0,0.0,0,-0.16,-2776.67,1,0.0,-14.73,1,-0.16
