exit_time,rolling_pf,strategy
2025-11-14 12:30:00,3.149999999999999,striker
2025-11-21 13:00:00,3.530434782608694,striker
2025-11-21 13:00:00,3.530434782608694,striker
2025-11-25 11:45:00,3.5178571428571423,striker
2025-11-26 02:30:00,4.0892857142857135,striker
2025-11-26 02:30:00,4.0892857142857135,striker
2025-11-28 11:15:00,4.102678571428571,striker
2025-12-02 10:15:00,3.7056451612903216,striker
2025-12-05 10:30:00,3.5076335877862586,striker
2025-12-09 10:00:00,3.5343511450381673,striker
2025-12-23 14:00:00,3.1204819277108427,striker
2026-01-06 10:15:00,3.204819277108433,striker
2026-01-06 14:30:00,3.4176706827309236,striker
2026-01-06 14:30:00,3.4176706827309236,striker
2026-01-09 12:15:00,3.4216867469879513,striker
2026-01-20 11:00:00,3.1323529411764706,striker
2026-02-06 10:30:00,3.786666666666667,striker
2026-02-09 01:00:00,4.262222222222223,striker
2026-02-09 01:00:00,4.262222222222223,striker
2026-02-10 10:00:00,4.360000000000001,striker
2026-02-13 12:15:00,4.364444444444445,striker
2026-03-10 11:45:00,4.342222222222222,striker
2026-03-24 13:00:00,3.711026615969582,striker
2026-03-31 13:15:00,3.661596958174906,striker
2026-04-17 11:15:00,3.813688212927758,striker
2026-04-17 13:00:00,3.7946768060836513,striker
2022-10-26 10:30:00,0.5555555555555556,aegis
2022-11-14 13:45:00,0.35714285714285715,aegis
2022-11-23 10:30:00,0.3278688524590164,aegis
2022-12-07 13:30:00,0.3442622950819672,aegis
2023-01-11 13:15:00,0.8399999999999999,aegis
2023-01-25 10:45:00,0.86,aegis
2023-02-07 23:00:00,1.6999999999999997,aegis
2023-03-06 13:45:00,2.26,aegis
2023-03-08 12:45:00,3.1199999999999997,aegis
2023-03-22 11:15:00,3.1199999999999997,aegis
2023-03-28 14:15:00,3.1199999999999997,aegis
2023-04-03 11:00:00,2.6,aegis
2023-04-05 11:00:00,2.6166666666666663,aegis
2023-04-24 11:00:00,2.583333333333333,aegis
2023-04-25 13:30:00,2.1232876712328763,aegis
2023-05-03 10:30:00,2.1369863013698627,aegis
2023-05-10 14:15:00,2.228571428571428,aegis
2023-05-22 19:15:00,2.5428571428571427,aegis
2023-06-05 10:30:00,2.5571428571428565,aegis
2023-07-03 15:00:00,3.057142857142857,aegis
2023-07-10 11:00:00,3.0714285714285707,aegis
2023-07-12 10:30:00,3.0857142857142854,aegis
2023-08-23 10:15:00,2.5116279069767438,aegis
2023-09-11 20:00:00,2.9186046511627906,aegis
2023-09-13 13:00:00,2.9186046511627906,aegis
2023-09-20 10:45:00,2.9186046511627906,aegis
2023-11-01 14:00:00,3.6562499999999996,aegis
2023-11-13 20:15:00,5.704545454545454,aegis
2023-11-14 13:30:00,5.704545454545454,aegis
2023-12-27 10:30:00,5.1020408163265305,aegis
2024-01-08 10:30:00,3.948275862068965,aegis
2024-01-15 18:30:00,4.155172413793103,aegis
2024-02-07 13:30:00,3.844827586206897,aegis
2024-02-14 13:15:00,3.844827586206897,aegis
2024-03-13 11:00:00,2.6206896551724137,aegis
2024-04-15 18:00:00,3.145833333333333,aegis
2024-04-17 12:45:00,3.02,aegis
2024-05-01 14:00:00,4.0540540540540535,aegis
2024-06-03 10:30:00,3.4324324324324316,aegis
2024-06-04 19:30:00,4.135135135135135,aegis
2024-06-17 12:30:00,3.923076923076923,aegis
2024-07-03 20:15:00,3.897435897435898,aegis
2024-07-08 10:45:00,3.846153846153846,aegis
2024-07-15 10:30:00,3.75,aegis
2024-07-17 13:00:00,3.775,aegis
2024-07-23 13:00:00,3.775,aegis
2024-08-07 10:45:00,4.925000000000001,aegis
2024-08-21 13:00:00,8.29166666666667,aegis
2024-08-27 13:45:00,8.29166666666667,aegis
2024-09-02 13:30:00,7.960000000000003,aegis
2024-09-04 10:30:00,6.41935483870968,aegis
2024-09-23 12:45:00,4.405405405405406,aegis
2024-11-05 12:30:00,4.2894736842105265,aegis
2024-11-20 10:30:00,3.3181818181818192,aegis
2024-11-27 12:45:00,3.3636363636363646,aegis
2024-12-04 10:30:00,3.148936170212767,aegis
2024-12-17 15:45:00,3.6382978723404262,aegis
2024-12-23 18:15:00,4.972972972972974,aegis
2025-02-03 10:15:00,6.57142857142857,aegis
2025-02-05 12:30:00,6.607142857142856,aegis
2025-02-19 10:45:00,6.379310344827585,aegis
2025-02-24 10:30:00,5.6060606060606055,aegis
2025-02-26 12:45:00,4.868421052631578,aegis
2025-03-03 10:30:00,4.894736842105262,aegis
2025-03-10 11:15:00,5.6578947368421035,aegis
2025-03-12 11:00:00,4.999999999999999,aegis
2025-03-18 13:00:00,4.999999999999999,aegis
2025-04-08 13:30:00,4.299999999999999,aegis
2025-04-16 14:00:00,4.387755102040816,aegis
2025-04-21 11:00:00,4.8979591836734695,aegis
2025-04-28 10:30:00,3.8709677419354835,aegis
2025-05-13 13:45:00,3.887096774193548,aegis
2025-05-21 18:00:00,4.403225806451613,aegis
2025-05-26 11:30:00,4.403225806451613,aegis
2025-06-02 10:30:00,3.983870967741935,aegis
2025-06-04 10:30:00,3.92063492063492,aegis
2025-06-16 11:15:00,4.459016393442623,aegis
2025-06-23 10:30:00,4.249999999999999,aegis
2025-06-25 12:30:00,4.059701492537313,aegis
2025-07-09 10:30:00,3.5522388059701493,aegis
2025-07-21 12:30:00,3.3380281690140845,aegis
2025-08-19 13:30:00,2.661971830985915,aegis
2025-08-20 10:30:00,2.5890410958904106,aegis
2025-08-26 14:15:00,2.917808219178082,aegis
2025-08-27 10:45:00,2.878378378378378,aegis
2025-09-03 10:45:00,2.9999999999999996,aegis
2025-09-10 10:30:00,2.9999999999999996,aegis
2025-09-22 13:15:00,3.2769230769230764,aegis
2025-09-23 14:00:00,3.2769230769230764,aegis
2025-10-14 13:00:00,3.2769230769230764,aegis
2025-10-20 11:00:00,3.2769230769230764,aegis
2025-10-22 15:00:00,3.553846153846153,aegis
2025-11-03 13:30:00,3.796875,aegis
2025-11-12 19:45:00,4.125,aegis
2025-11-25 12:45:00,4.517241379310345,aegis
2025-12-03 10:45:00,4.763636363636365,aegis
2025-12-10 10:30:00,4.763636363636365,aegis
2025-12-17 11:00:00,4.192982456140351,aegis
2025-12-24 12:45:00,4.24561403508772,aegis
2026-01-27 13:00:00,4.2631578947368425,aegis
2026-02-11 13:15:00,3.6315789473684212,aegis
2026-02-23 10:30:00,4.404255319148937,aegis
2026-02-25 10:30:00,4.404255319148937,aegis
2026-03-03 14:30:00,4.382978723404255,aegis
2026-03-09 14:45:00,4.761904761904762,aegis
2026-03-10 14:00:00,5.214285714285714,aegis
2026-03-16 11:00:00,5.738095238095239,aegis
2026-04-13 12:00:00,7.470588235294118,aegis
2026-04-15 13:45:00,8.0,aegis
